# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jul 27 09:27:49 2018
#
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
#
loc_rowid,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim
890,,,,,,,,,5159.00,50.00,-50.00,0,0.79,0.03,-0.02,0
891,,,,,,,,,5482.00,50.00,-50.00,0,0.87,0.04,-0.02,0
892,,,,,,,,,5482.00,50.00,-50.00,0,0.87,0.04,-0.02,0
893,,,,,,,,,5482.00,50.00,-50.00,0,0.87,0.04,-0.02,0
894,,,,,,,,,5252.00,50.00,-50.00,0,0.76,0.03,-0.02,0
895,,,,,,,,,5722.00,50.00,-50.00,0,0.91,0.04,-0.03,0
896,,,,,,,,,5784.00,50.00,-50.00,0,0.98,0.08,-0.04,0
897,,,,,,,,,5477.00,50.00,-50.00,0,0.89,0.04,-0.03,0
898,,,,,,,,,5477.00,50.00,-50.00,0,0.89,0.04,-0.03,0
899,,,,,,,,,5477.00,50.00,-50.00,0,0.89,0.04,-0.03,0
900,,,,,,,,,5477.00,50.00,-50.00,0,0.89,0.04,-0.03,0
901,,,,,,,,,5982.00,50.00,-50.00,0,1.11,0.11,-0.06,0
902,,,,,,,,,5982.00,50.00,-50.00,0,1.11,0.11,-0.06,0
903,,,,,,,,,5503.00,50.00,-50.00,0,0.86,0.04,-0.03,0
904,,,,,,,,,5503.00,50.00,-50.00,0,0.86,0.04,-0.03,0
905,0.074000,0.001200,-0.001200,0,,,,,5430.00,60.00,-60.00,0,0.86,0.04,-0.04,0
906,0.097100,0.001600,-0.001600,0,,,,,5430.00,60.00,-60.00,0,0.86,0.04,-0.04,0
907,0.034400,0.000600,-0.000600,0,,,,,5430.00,60.00,-60.00,0,0.86,0.04,-0.04,0
908,,,,,,,,,5631.00,50.00,-50.00,0,0.91,0.10,-0.06,0
909,,,,,,,,,5631.00,50.00,-50.00,0,0.91,0.10,-0.06,0
910,,,,,,,,,5176.00,50.00,-50.00,0,0.84,0.04,-0.03,0
911,,,,,,,,,5252.00,50.00,-50.00,0,0.83,0.04,-0.03,0
912,,,,,,,,,5623.00,50.00,-50.00,0,0.96,0.07,-0.04,0
913,,,,,,,,,5979.00,52.00,-52.00,0,1.28,0.18,-0.17,0
914,,,,,,,,,5712.00,50.00,-50.00,0,0.91,0.05,-0.03,0
915,,,,,,,,,5712.00,50.00,-50.00,0,0.91,0.05,-0.03,0
916,,,,,,,,,6045.00,50.00,-50.00,0,1.54,0.23,-0.19,0
917,,,,,,,,,5675.00,50.00,-50.00,0,0.91,0.04,-0.03,0
918,,,,,,,,,5262.00,50.00,-50.00,0,0.78,0.03,-0.02,0
919,,,,,,,,,4681.00,50.00,-50.00,0,0.67,0.02,-0.02,0
920,,,,,,,,,4681.00,50.00,-50.00,0,0.67,0.02,-0.02,0
921,,,,,,,,,5233.00,50.00,-50.00,0,0.79,0.02,-0.02,0
922,,,,,,,,,5507.00,50.00,-50.00,0,0.88,0.03,-0.02,0
923,,,,,,,,,5507.00,50.00,-50.00,0,0.88,0.03,-0.02,0
924,,,,,,,,,5491.00,58.00,-58.00,0,0.91,0.05,-0.03,0
925,,,,,,,,,5000.00,50.00,-50.00,0,0.76,0.03,-0.02,0
926,,,,,,,,,5755.00,50.00,-50.00,0,1.18,0.16,-0.14,0
927,,,,,,,,,5890.00,50.00,-50.00,0,1.08,0.13,-0.11,0
928,,,,,,,,,5043.00,50.00,-50.00,0,0.76,0.03,-0.03,0
929,,,,,,,,,5522.00,50.00,-50.00,0,0.93,0.09,-0.05,0
930,,,,,,,,,5582.00,50.00,-50.00,0,0.86,0.03,-0.03,0
931,,,,,,,,,4720.00,50.00,-50.00,0,0.71,0.02,-0.02,0
932,0.076000,0.002000,-0.003000,0,,,,0,4222.06,88.15,-84.41,0,0.65,0.03,-0.03,0
933,0.107000,0.003000,-0.004000,0,,,,0,4222.06,88.15,-84.41,0,0.65,0.03,-0.03,0
934,,,,,,,,,5396.00,50.00,-50.00,0,0.85,0.04,-0.03,0
935,,,,,,,,,5221.00,50.00,-50.00,0,0.82,0.03,-0.02,0
936,,,,,,,,,4349.00,50.00,-50.00,0,0.60,0.02,-0.01,0
937,,,,,,,,,5794.00,50.00,-50.00,0,1.20,0.17,-0.13,0
938,,,,,,,,,5768.00,50.00,-50.00,0,1.12,0.15,-0.12,0
939,,,,,,,,,5704.00,50.00,-50.00,0,0.97,0.09,-0.05,0
940,,,,,,,,,4591.00,50.00,-50.00,0,0.67,0.02,-0.02,0
941,,,,,,,,,5967.00,50.00,-50.00,0,1.33,0.20,-0.17,0
942,,,,,,,,,5757.00,50.00,-50.00,0,1.01,0.08,-0.05,0
943,,,,,,,,,5753.00,50.00,-50.00,0,1.19,0.16,-0.14,0
944,,,,,,,,,5753.00,50.00,-50.00,0,1.19,0.16,-0.14,0
945,,,,,,,,,5753.00,50.00,-50.00,0,1.19,0.16,-0.14,0
946,0.008800,0.000800,-0.000800,0,1.40000,,,1,3830.00,100.00,-100.00,0,0.57,0.06,-0.06,0
947,,,,,,,,,5599.00,50.00,-50.00,0,0.93,0.09,-0.04,0
948,,,,,,,,,5716.00,50.00,-50.00,0,0.95,0.04,-0.03,0
949,,,,,,,,,5934.00,50.00,-50.00,0,1.04,0.13,-0.10,0
950,0.012700,0.000100,-0.000100,0,0.00283,0.00252,-0.00189,0,5835.00,38.00,-40.00,0,0.99,0.01,-0.01,0
951,0.054900,0.000300,-0.000300,0,0.01573,0.00755,-0.00692,0,5835.00,38.00,-40.00,0,0.99,0.01,-0.01,0
952,0.051600,0.000400,-0.000400,0,0.01542,0.00755,-0.00724,0,5620.00,42.00,-45.00,0,0.84,0.01,-0.01,0
953,0.088600,0.000700,-0.000700,0,0.02643,0.00755,-0.00787,0,5620.00,42.00,-45.00,0,0.84,0.01,-0.01,0
954,0.134000,0.001000,-0.001000,0,0.04279,0.00975,-0.00881,0,5742.00,49.00,-47.00,0,1.70,0.04,-0.04,0
955,0.041300,0.000500,-0.000500,0,0.01542,0.00755,-0.00692,0,5424.00,48.00,-46.00,0,0.91,0.02,-0.02,0
956,,,,,,,,,5673.00,50.00,-50.00,0,0.89,0.04,-0.03,0
957,0.033800,0.000300,-0.000300,0,0.01007,0.00535,-0.00535,0,4715.00,48.00,-46.00,0,0.65,0.01,-0.01,0
958,0.013100,0.000000,0.000000,0,0.00850,0.00409,-0.00472,0,5315.00,35.00,-31.00,0,0.79,0.01,-0.01,0
959,0.076900,0.000300,-0.000300,0,0.02171,0.00724,-0.00755,0,5315.00,35.00,-31.00,0,0.79,0.01,-0.01,0
960,0.040900,0.000300,-0.000200,0,0.02045,0.00755,-0.00755,0,5945.00,23.00,-25.00,0,1.39,0.04,-0.04,0
961,,,,0,,,,0,5695.00,50.00,-50.00,0,0.95,0.03,-0.03,0
962,0.103560,0.000810,-0.000770,0,0.39800,0.03700,-0.03700,0,6154.00,60.00,-60.00,0,1.16,0.02,-0.02,0
963,0.033170,0.000440,-0.000450,0,,,,0,4950.00,100.00,-100.00,0,0.74,0.03,-0.03,0
964,0.066870,0.000880,-0.000900,0,,,,0,4950.00,100.00,-100.00,0,0.74,0.03,-0.03,0
965,0.152700,0.002000,-0.002100,0,,,,0,4950.00,100.00,-100.00,0,0.74,0.03,-0.03,0
966,0.037000,0.002000,-0.002000,0,1.60000,0.11000,-0.11000,0,6257.00,100.00,-100.00,0,1.43,0.06,-0.07,0
967,0.046000,0.007000,-0.006000,0,0.86000,0.13000,-0.12000,0,5630.00,78.00,-78.00,0,1.59,0.16,-0.16,0
968,0.044100,0.000800,-0.000800,0,0.00440,0.00126,-0.00126,0,3420.00,18.00,-18.00,0,0.36,0.01,-0.01,0
969,0.057600,0.000900,-0.000900,0,0.00283,0.00094,-0.00094,0,3420.00,18.00,-18.00,0,0.36,0.01,-0.01,0
970,0.068500,0.001200,-0.001200,0,0.00409,0.00126,-0.00126,0,3420.00,18.00,-18.00,0,0.36,0.01,-0.01,0
971,0.154200,0.002600,-0.002600,0,,,,,5743.00,60.00,-60.00,0,1.21,0.12,-0.12,0
972,0.247100,0.004100,-0.004100,0,,,,,5743.00,60.00,-60.00,0,1.21,0.12,-0.12,0
973,0.051300,0.000900,-0.000900,0,0.01573,0.00157,-0.00063,0,3810.00,17.00,-17.00,0,0.54,0.01,-0.01,0
974,0.115900,0.002000,-0.002000,0,0.01447,0.00220,-0.00094,0,3810.00,17.00,-17.00,0,0.54,0.01,-0.01,0
975,0.156700,0.000700,-0.000800,0,0.02863,0.00755,-0.00755,0,5262.00,43.00,-39.00,0,0.75,0.01,-0.01,0
976,0.049400,0.000400,-0.000400,0,0.02832,0.00850,-0.00787,0,3459.00,65.00,-38.00,0,0.37,0.01,-0.01,0
977,0.108700,0.001400,-0.001400,0,0.02328,0.00755,-0.00724,0,6570.00,269.00,-171.00,0,1.39,0.03,-0.03,0
978,0.181700,0.002200,-0.002400,0,0.02108,0.00755,-0.00724,0,6570.00,269.00,-171.00,0,1.39,0.03,-0.03,0
979,0.141800,0.001000,-0.001100,0,0.01793,0.00755,-0.00724,0,5677.00,38.00,-39.00,0,0.92,0.02,-0.01,0
980,0.095900,0.000600,-0.000600,0,0.05663,0.01196,-0.01070,0,5793.00,66.00,-52.00,0,1.25,0.03,-0.03,0
981,0.060200,0.000400,-0.000400,0,0.04279,0.00944,-0.00881,0,5610.00,32.00,-29.00,0,0.94,0.03,-0.03,0
982,0.030400,0.000400,-0.000400,0,0.02297,0.00787,-0.00787,0,4667.00,305.00,-183.00,0,0.69,0.02,-0.01,0
983,0.061500,0.000800,-0.000800,0,0.02360,0.00818,-0.00787,0,4667.00,305.00,-183.00,0,0.69,0.02,-0.01,0
984,0.069900,0.001000,-0.001000,0,0.02895,0.00787,-0.00755,0,5528.00,97.00,-86.00,0,0.92,0.02,-0.02,0
985,0.115100,0.003000,-0.003100,0,0.03178,0.00881,-0.00850,0,6504.00,329.00,-419.00,0,1.57,0.06,-0.06,0
986,,,,0,,,,0,3180.00,60.00,-60.00,0,0.29,0.02,-0.02,0
987,0.045900,0.000500,-0.000500,0,0.02706,0.00787,-0.00787,0,5172.00,46.00,-44.00,0,0.81,0.02,-0.02,0
988,0.069400,0.000500,-0.000500,0,0.02580,0.00818,-0.00787,0,3717.00,85.00,-50.00,0,0.49,0.01,-0.01,0
989,0.104100,0.000800,-0.000700,0,0.01762,0.00755,-0.00724,0,5152.00,41.00,-39.00,0,0.82,0.01,-0.01,0
990,0.050600,0.001000,-0.001100,0,0.22276,0.10981,-0.07299,0,6027.00,221.00,-240.00,0,1.10,0.04,-0.04,0
991,0.044800,0.000500,-0.000500,0,0.01636,0.00818,-0.00755,0,4629.00,168.00,-123.00,0,0.67,0.01,-0.01,0
992,0.092300,0.001000,-0.001000,0,0.02360,0.00787,-0.00755,0,4629.00,168.00,-123.00,0,0.67,0.01,-0.01,0
993,0.027400,0.000300,-0.000300,0,0.03398,0.00818,-0.00787,0,4676.00,63.00,-61.00,0,0.69,0.01,-0.01,0
994,0.057800,0.000800,-0.000800,0,0.02958,0.00850,-0.00818,0,5219.00,179.00,-136.00,0,0.78,0.02,-0.02,0
995,0.021600,0.000200,-0.000200,0,0.00220,0.00157,-0.00126,0,3725.00,80.00,-46.00,0,0.50,0.01,-0.01,0
996,0.149000,0.002500,-0.002600,0,0.03492,0.00818,-0.00850,0,6351.00,198.00,-228.00,0,1.31,0.03,-0.03,0
997,0.127100,0.001000,-0.001100,0,0.02549,0.00787,-0.00787,0,6059.00,62.00,-76.00,0,1.13,0.03,-0.02,0
998,0.096200,0.005400,-0.006100,0,,,,,3785.00,185.00,-185.00,0,0.52,0.08,-0.08,0
999,0.067020,0.000710,-0.000710,0,0.09722,0.01447,-0.01447,0,5248.00,60.00,-60.00,0,0.89,0.04,-0.04,0
1000,0.021400,0.001300,-0.001300,0,,,,,3214.00,60.00,-60.00,0,0.29,0.03,-0.03,0
1001,0.042170,0.000240,-0.000240,0,0.73000,0.04000,-0.04000,0,5358.00,38.00,-38.00,0,0.86,0.01,-0.01,0
1002,0.076900,0.003900,-0.003900,0,,,,,3896.00,189.00,-189.00,0,0.56,0.07,-0.07,0
1003,0.139900,0.007000,-0.007000,0,,,,,3896.00,189.00,-189.00,0,0.56,0.07,-0.07,0
1004,0.207600,0.010400,-0.010400,0,,,,,3896.00,189.00,-189.00,0,0.56,0.07,-0.07,0
1005,0.048390,0.000760,-0.000760,0,0.57900,0.02800,-0.02700,0,5425.00,40.00,-40.00,0,0.84,0.03,-0.03,0
1006,0.022000,0.001800,-0.001800,0,1.77400,0.07900,-0.07900,0,5280.00,70.00,-70.00,0,0.78,0.07,-0.07,0
1007,0.080360,0.000880,-0.000880,0,0.05191,0.00850,-0.00850,0,5275.00,60.00,-60.00,0,0.84,0.04,-0.04,0
1008,0.139900,0.001500,-0.001500,0,0.03807,,,1,5275.00,60.00,-60.00,0,0.84,0.04,-0.04,0
1009,0.186200,0.002000,-0.002000,0,0.03241,0.01479,-0.01479,0,5275.00,60.00,-60.00,0,0.84,0.04,-0.04,0
1010,,,,,3.70000,,,1,3540.00,70.00,-70.00,0,1.05,0.07,-0.07,0
1011,,,,0,1.11000,0.47000,-0.47000,0,6132.00,47.00,-47.00,0,1.22,0.25,-0.25,0
1012,0.055000,0.002000,-0.002000,0,,,,0,4402.71,95.55,-93.27,0,0.62,0.03,-0.03,0
1013,0.031000,0.001000,-0.001000,0,,,,0,4402.71,95.55,-93.27,0,0.62,0.03,-0.03,0
1014,0.023000,0.000400,-0.000400,0,,,,,4924.00,60.00,-60.00,0,0.74,0.04,-0.04,0
1015,0.055500,0.000900,-0.000900,0,,,,,4924.00,60.00,-60.00,0,0.74,0.04,-0.04,0
1016,0.051100,0.000900,-0.000900,0,,,,,5413.00,60.00,-60.00,0,0.85,0.04,-0.04,0
1017,0.065400,0.001100,-0.001100,0,,,,,5413.00,60.00,-60.00,0,0.85,0.04,-0.04,0
1018,0.110300,0.001800,-0.001800,0,,,,,5413.00,60.00,-60.00,0,0.85,0.04,-0.04,0
1019,,,,0,0.06000,0.03000,-0.03000,0,5757.00,60.00,-60.00,0,1.38,0.21,-0.21,0
1020,0.096400,0.001600,-0.001600,0,0.03115,0.01447,-0.01447,0,5757.00,60.00,-60.00,0,1.38,0.21,-0.21,0
1021,,,,0,0.09000,0.05000,-0.05000,0,4881.00,20.00,-20.00,0,2.97,0.77,-0.77,0
1022,0.078000,0.003000,-0.003000,0,,,,0,4014.73,173.12,-154.57,0,0.57,0.05,-0.05,0
1023,0.061700,0.001300,-0.001300,0,,,,,4613.00,71.00,-71.00,0,0.64,0.04,-0.04,0
1024,0.038000,0.001000,-0.001000,0,,,,0,3889.72,120.75,-112.52,0,0.59,0.04,-0.04,0
1025,0.065100,0.001100,-0.001100,0,,,,,5912.00,51.00,-51.00,0,1.58,0.15,-0.15,0
1026,0.022400,0.001200,-0.001200,0,,,,,4103.00,90.00,-90.00,0,0.45,0.07,-0.07,0
1027,0.138210,0.000960,-0.000960,0,,,,,6256.00,37.00,-37.00,0,1.29,0.12,-0.12,0
1028,0.177900,0.001600,-0.001600,0,,,,,5054.00,82.00,-82.00,0,0.76,0.03,-0.03,0
1029,0.134400,0.001200,-0.001200,0,,,,,4899.00,78.00,-78.00,0,0.73,0.02,-0.02,0
1030,0.030900,0.002900,-0.002900,0,,,,,4175.00,97.00,-97.00,0,0.45,0.12,-0.12,0
1031,0.053200,0.003800,-0.003800,0,,,,,3930.00,375.00,-375.00,0,0.57,0.12,-0.12,0
1032,0.081800,0.005900,-0.005900,0,,,,,3930.00,375.00,-375.00,0,0.57,0.12,-0.12,0
1033,0.070500,0.002200,-0.002200,0,,,,,4326.00,128.00,-128.00,0,0.55,0.05,-0.05,0
1034,0.048500,0.003100,-0.003100,0,,,,,6113.00,787.00,-787.00,0,1.49,0.52,-0.52,0
1035,0.097500,0.001200,-0.001200,0,,,,,5269.00,79.00,-79.00,0,0.85,0.05,-0.05,0
1036,0.067100,0.003700,-0.003700,0,,,,,3798.00,113.00,-113.00,0,0.38,0.05,-0.05,0
1037,0.034860,0.000780,-0.000780,0,,,,,4456.00,148.00,-148.00,0,0.63,0.05,-0.05,0
1038,0.074600,0.002000,-0.002000,0,,,,,4434.00,61.00,-61.00,0,0.62,0.05,-0.05,0
1039,0.069200,0.002100,-0.002100,0,,,,,5413.00,255.00,-255.00,0,0.86,0.10,-0.10,0
1040,0.035000,0.001100,-0.001100,0,,,,,5413.00,255.00,-255.00,0,0.86,0.10,-0.10,0
1041,0.151700,0.004600,-0.004600,0,,,,,5413.00,255.00,-255.00,0,0.86,0.10,-0.10,0
1042,0.135400,0.004300,-0.004300,0,,,,,5055.00,93.00,-93.00,0,0.73,0.07,-0.07,0
1043,0.090500,0.002800,-0.002800,0,,,,,5055.00,93.00,-93.00,0,0.73,0.07,-0.07,0
1044,0.189800,0.005600,-0.005600,0,,,,,5850.00,79.00,-98.00,0,0.96,0.14,-0.09,0
1045,0.045000,0.003000,-0.003000,0,0.42600,0.03700,-0.03700,0,5500.00,100.00,-100.00,0,1.12,0.05,-0.05,0
1046,0.039200,0.002400,-0.002400,0,,,,,6293.00,338.00,-338.00,0,1.36,0.41,-0.41,0
1047,0.063600,0.001400,-0.001400,0,,,,,4880.00,216.00,-216.00,0,0.73,0.05,-0.05,0
1048,0.114800,0.002500,-0.002500,0,,,,,4880.00,216.00,-216.00,0,0.73,0.05,-0.05,0
1049,0.162700,0.009700,-0.009700,0,,,,,6771.00,303.00,-303.00,0,1.63,0.48,-0.48,0
1050,0.061900,0.001900,-0.001900,0,,,,,5312.00,82.00,-82.00,0,0.73,0.08,-0.08,0
1051,0.101400,0.003900,-0.003900,0,,,,,5213.00,336.00,-336.00,0,0.84,0.12,-0.12,0
1052,0.059830,0.000720,-0.000720,0,0.06702,0.01133,-0.01133,0,5887.00,46.00,-46.00,0,1.67,0.12,-0.12,0
1053,0.070800,0.003100,-0.003100,0,,,,,4746.00,96.00,-96.00,0,0.68,0.09,-0.09,0
1054,0.059100,0.002500,-0.002500,0,,,,,4127.00,190.00,-190.00,0,0.49,0.07,-0.07,0
1055,0.181400,0.004300,-0.004300,0,,,,,5772.00,72.00,-91.00,0,0.96,0.17,-0.08,0
1056,0.111200,0.004000,-0.004000,0,,,,,5622.00,268.00,-268.00,0,0.93,0.14,-0.14,0
1057,0.055900,0.002500,-0.002500,0,,,,,4006.00,133.00,-133.00,0,0.43,0.05,-0.05,0
1058,0.040000,0.004000,-0.005000,0,,,,0,3360.47,87.24,-86.34,0,0.33,0.03,-0.03,0
1059,0.078000,0.007000,-0.010000,0,,,,0,3360.47,87.24,-86.34,0,0.33,0.03,-0.03,0
1060,0.050000,0.004000,-0.006000,0,,,,0,3360.47,87.24,-86.34,0,0.33,0.03,-0.03,0
1061,0.106000,0.009000,-0.013000,0,,,,0,3360.47,87.24,-86.34,0,0.33,0.03,-0.03,0
1062,0.076190,0.000720,-0.000720,0,,,,,5922.00,76.00,-76.00,0,1.06,0.07,-0.07,0
1063,0.140200,0.001500,-0.001500,0,,,,,6060.00,86.00,-86.00,0,0.98,0.06,-0.06,0
1064,0.081000,0.001400,-0.001400,0,,,,,5995.00,94.00,-94.00,0,1.56,0.15,-0.15,0
1065,0.142900,0.002500,-0.002500,0,,,,,5995.00,94.00,-94.00,0,1.56,0.15,-0.15,0
1066,,,,,1.90000,,,1,4970.00,45.00,-45.00,0,0.76,0.03,-0.03,0
1067,0.098700,0.001200,-0.001200,0,,,,,5926.00,86.00,-86.00,0,1.28,0.12,-0.12,0
1068,0.085600,0.001400,-0.001400,0,,,,,4870.00,60.00,-60.00,0,0.74,0.04,-0.04,0
1069,0.053200,0.000900,-0.000900,0,,,,,4870.00,60.00,-60.00,0,0.74,0.04,-0.04,0
1070,0.135000,0.004000,-0.004000,0,,,,,5441.00,249.00,-249.00,0,0.87,0.10,-0.10,0
1071,0.059600,0.001800,-0.001800,0,,,,,5441.00,249.00,-249.00,0,0.87,0.10,-0.10,0
1072,,,,,,,,,5441.00,249.00,-249.00,0,0.87,0.10,-0.10,0
1073,0.059000,0.002000,-0.002000,0,,,,0,4674.13,140.71,-131.16,0,0.63,0.04,-0.03,0
1074,0.030140,0.000410,-0.000410,0,,,,,3910.00,49.00,-49.00,0,0.42,0.02,-0.02,0
1075,0.071310,0.000960,-0.000960,0,,,,,3910.00,49.00,-49.00,0,0.42,0.02,-0.02,0
1076,0.066500,0.001600,-0.001600,0,,,,,5652.00,154.00,-154.00,0,0.93,0.12,-0.12,0
1077,0.176800,0.004300,-0.004300,0,,,,,5652.00,154.00,-154.00,0,0.93,0.12,-0.12,0
1078,0.012630,0.000370,-0.000370,0,,,,,4268.00,122.00,-122.00,0,0.51,0.04,-0.04,0
1079,0.077000,0.002600,-0.002600,0,,,,,5482.00,248.00,-248.00,0,0.76,0.09,-0.09,0
1080,0.087600,0.001800,-0.001800,0,,,,,5406.00,168.00,-168.00,0,0.93,0.29,-0.29,0
1081,0.034500,0.003000,-0.003000,0,,,,,3537.00,93.00,-93.00,0,0.26,0.05,-0.05,0
1082,0.014620,0.000510,-0.000510,0,,,,,3691.00,51.00,-51.00,0,0.32,0.03,-0.03,0
1083,0.091000,0.013000,-0.016000,0,,,,,3390.00,150.00,-150.00,0,0.31,0.11,-0.11,0
1084,0.100000,0.003000,-0.003000,0,,,,0,4421.98,93.48,-91.15,0,0.63,0.03,-0.03,0
1085,0.035000,0.001000,-0.001000,0,,,,0,4421.98,93.48,-91.15,0,0.63,0.03,-0.03,0
1086,0.016400,0.001100,-0.001100,0,,,,,3622.00,104.00,-104.00,0,0.28,0.04,-0.04,0
1087,0.065300,0.003900,-0.004500,0,0.03458,0.00859,-0.00859,0,3471.00,124.00,-124.00,0,0.40,0.05,-0.05,0
1088,,,,,1.10000,0.11000,-0.11000,0,4790.00,90.00,-90.00,0,4.20,0.14,-0.14,0
1089,0.094300,0.006100,-0.005200,0,0.10131,0.02549,-0.02549,0,6120.00,80.00,-80.00,0,1.31,0.08,-0.05,0
1090,0.159000,0.006000,-0.006000,0,0.97000,0.09000,-0.09000,0,5990.00,40.00,-40.00,0,3.10,0.10,-0.10,0
1091,0.024660,0.000160,-0.000160,0,27.23000,0.50000,-0.48000,0,6518.00,50.00,,0,1.46,0.04,,0
1092,0.052500,0.000860,-0.000970,0,0.67900,0.03900,-0.03800,0,5948.00,74.00,-74.00,0,1.21,0.05,-0.04,0
1093,0.062290,0.000880,-0.000760,0,0.19500,0.01900,-0.01800,0,5370.00,51.00,-50.00,0,2.72,0.21,-0.17,0
1094,0.067080,0.000970,-0.001300,0,0.95000,0.14000,-0.14000,0,6279.00,51.00,-51.00,0,2.37,0.17,-0.17,0
1095,0.030050,0.000310,-0.000310,0,1.28400,0.03200,-0.03200,0,5720.00,130.00,-130.00,0,1.52,0.03,-0.03,0
1096,,,,0,1.31000,0.43000,-0.43000,0,6003.00,54.00,-54.00,0,1.78,0.21,-0.21,0
1097,0.020440,0.000240,-0.000260,0,2.75000,0.16000,-0.15000,0,6236.00,54.00,-54.00,0,1.36,0.06,-0.05,0
1098,0.048810,0.000650,-0.000610,0,1.31000,0.28000,-0.29000,0,7454.00,49.00,-49.00,0,1.65,0.06,-0.06,0
1099,0.045500,0.000670,-0.000690,0,1.18000,0.11000,-0.11000,0,6670.00,120.00,-120.00,0,1.91,0.04,-0.04,0
1100,0.063700,0.003100,-0.002700,0,4.07000,,,1,7500.00,110.00,-110.00,0,1.83,0.10,-0.10,0
1101,,,,0,1.70000,0.22000,-0.22000,0,6327.00,80.00,-80.00,0,1.93,0.10,-0.10,0
1102,0.054200,0.001400,-0.002100,0,3.38200,,,1,8720.00,250.00,-260.00,0,1.56,0.06,-0.06,0
1103,0.052240,0.000350,-0.000340,0,3.91000,,,1,7598.00,81.00,-84.00,0,1.64,0.03,-0.03,0
1104,,,,0,1.94000,0.33000,-0.33000,0,6304.00,49.00,-49.00,0,1.70,0.12,-0.12,0
1105,0.043170,0.000790,-0.000740,0,0.90200,0.06000,-0.05900,0,6206.00,75.00,-75.00,0,1.60,0.04,-0.04,0
1106,,,,0,0.52000,0.12000,-0.12000,0,6102.00,43.00,-43.00,0,1.73,0.12,-0.12,0
1107,2.390000,0.110000,-0.110000,0,3.71000,0.21000,-0.21000,0,6102.00,43.00,-43.00,0,1.73,0.12,-0.12,0
1108,,,,0,1.39000,0.22000,-0.22000,0,6768.00,7.00,-7.00,0,1.81,0.07,-0.07,0
1109,,,,0,0.66000,0.12000,-0.12000,0,5754.00,54.00,-54.00,0,1.46,0.08,-0.08,0
1110,0.034620,0.001100,-0.000930,0,2.88000,0.84000,-0.84000,0,10170.00,450.00,-450.00,0,2.36,0.07,-0.06,0
1111,,,,,,,,,27500.00,200.00,-500.00,0,,,,
1112,,,,,,,,,27500.00,200.00,-500.00,0,,,,
1113,,,,,,,,,27500.00,200.00,-500.00,0,,,,
1114,,,,,,,,,6091.00,164.00,-213.00,0,1.01,0.10,-0.10,0
1115,,,,,,,,,6175.00,168.00,-194.00,0,1.01,0.11,-0.11,0
1116,,,,,,,,,6340.00,176.00,-199.00,0,1.24,0.29,-0.29,0
1117,,,,,,,,,6258.00,170.00,-183.00,0,1.52,0.82,-0.82,0
1118,,,,,11.80000,0.80000,-0.60000,0,7067.00,192.00,-192.00,0,,,,
1119,,,,,,,,,6474.00,178.00,-267.00,0,1.26,0.56,-0.56,0
1120,,,,,,,,,6474.00,178.00,-267.00,0,1.26,0.56,-0.56,0
1121,,,,,,,,,6065.00,155.00,-180.00,0,1.03,0.12,-0.12,0
1122,,,,0,5.32000,6.11000,-6.11000,0,6820.00,120.00,-120.00,0,1.75,0.51,-0.51,0
1123,0.382000,0.006000,-0.006000,0,1.45000,0.35000,-0.35000,0,5520.00,80.00,-80.00,0,1.13,0.14,-0.14,0
1124,0.036410,0.000870,-0.000870,0,9.28000,0.16000,-0.16000,0,7650.00,250.00,-250.00,0,1.74,0.04,-0.04,0
1125,,,,,0.02700,0.00800,-0.00800,0,5471.00,50.00,-50.00,0,0.88,0.03,-0.04,0
1126,0.155250,,,0,0.62600,0.02900,-0.03300,0,5471.00,50.00,-50.00,0,0.88,0.03,-0.04,0
1127,0.047700,0.000700,-0.000700,0,,,,,5545.00,,,0,0.86,0.02,,0
